PassengerId,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Cabin_Number,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,CryoSleep_True,VIP_True,Cabin_Deck_B,Cabin_Deck_C,Cabin_Deck_D,Cabin_Deck_E,Cabin_Deck_F,Cabin_Deck_G,Cabin_Deck_T,Cabin_Side_S
8956_05,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,Deandy Bonnondry,False,1453,False,False,False,True,True,False,False,False,False,False,False,True,False,False
1356_01,0.26582278481012656,0.0,0.001308154160936504,0.0,0.013834344876829704,0.022334562632080553,Leony Rothewson,False,207,False,False,False,True,False,False,False,False,False,False,False,True,False,True
4176_05,0.5822784810126582,0.017240175891673065,0.0,0.01779329133321982,0.021420921099607283,0.0014917333112335807,Risps Fla,False,142,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1962_01,0.3037974683544304,0.00020939484888671738,0.01210881159225841,0.004001362165843691,0.03677258122099251,0.006629925827704802,Verek Buckeenez,False,390,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4577_01,0.21518987341772153,0.01744957074055978,0.0,0.092754980418866,0.0,0.0,Oss Kha,True,858,False,True,False,True,False,False,False,False,False,False,True,False,False,True
2220_01,0.5949367088607594,0.0,0.0,0.037459560701515404,0.0,8.287407284631003e-05,Ralda Acobsond,True,357,False,False,False,True,False,False,False,False,False,False,False,True,False,True
1116_02,0.45569620253164556,0.0,0.10099620970717473,0.0,0.0,0.004060829569469192,Evane Barnolaney,True,,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2261_01,0.3670886075949367,0.0,0.0,0.0376723991145922,0.0,0.0,Millia Bairdford,True,441,False,False,False,True,False,False,False,False,False,False,True,False,False,True
8903_01,0.22784810126582278,0.0,0.0,0.0,0.0,0.033563999502755563,Darrie Herreras,False,1437,False,False,False,True,False,False,False,False,False,False,False,True,False,True
3474_03,0.7468354430379747,0.0,0.0,0.0,0.0,0.0,Syrmino Pasharne,True,110,True,False,False,False,True,False,True,False,False,False,False,False,False,False
3842_01,0.5189873417721519,0.02177706428421861,0.0029852748800858683,0.0018729780350757704,0.0,0.010442133178635064,Lynnee Vinston,False,794,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4658_02,0.4810126582278481,0.0,0.0031194445376178177,0.0,0.0,0.3026146769983011,Ruchban Bradiary,False,147,True,False,False,True,False,False,False,False,True,False,False,False,False,True
4042_01,0.012658227848101266,0.0,0.0,0.0,0.0,,Mesatz Stewder,True,46,True,False,False,True,False,False,False,False,False,False,False,False,False,True
7071_01,0.7974683544303798,0.036713896838137784,6.708482876597457e-05,0.0,0.0,0.0,Wilmay Bushallert,False,1160,False,False,True,False,False,False,False,False,False,False,False,True,False,True
4026_01,0.5316455696202531,0.0,0.0,0.0,0.0,0.0,Azham Chsere,True,154,True,False,False,False,True,False,True,False,False,False,False,False,False,True
5750_01,0.22784810126582278,0.0,0.020964008989367053,0.0,0.0,0.014751584966643186,Herina Parklaney,False,363,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4793_02,0.25316455696202533,0.0,0.03793647066715862,0.1610335433339009,0.007184933952159943,0.0,Chargin Brailidy,True,310,True,False,False,True,False,False,False,False,False,True,False,False,False,True
1350_04,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,Lulah Cleang,False,206,False,False,True,False,True,False,False,False,False,False,False,True,False,True
7395_03,0.4810126582278481,0.0002791931318489565,0.20038238352396606,0.0,0.16431631560157087,0.008163096175361538,Algeno Suasharic,False,277,True,False,False,True,False,False,True,False,False,False,False,False,False,True
5885_04,0.24050632911392406,0.0,0.0,0.0,0.039628704034273474,0.0,Aliedy Oneiles,False,954,False,False,False,True,False,False,False,False,False,False,False,True,False,True
3927_02,0.5316455696202531,0.0,0.04189447556435112,0.0,0.058595144591217424,0.047569717813781956,Alar Tionstious,True,142,True,False,False,False,False,False,False,True,False,False,False,False,False,True
8560_01,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,Glena Hahnstonsen,True,1391,False,False,False,False,True,False,False,False,False,False,False,True,False,False
7609_02,0.49367088607594933,0.0,0.0,0.0,0.0,0.0,Sabiton Reeddommy,True,83,True,False,False,True,True,False,False,False,False,False,False,False,False,False
3552_02,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,Canonon Castery,True,136,True,False,False,True,True,False,True,False,False,False,False,False,False,True
6920_01,0.3670886075949367,0.0,0.0003354241438298729,0.0,0.00022313459478757588,0.04040111051257614,Verek Wolferguson,False,462,False,False,False,True,False,False,False,False,False,True,False,False,False,True
3324_01,0.3924050632911392,0.0,0.0,0.0,0.0,0.0,Yalmon Buche,True,630,False,True,False,True,True,False,False,False,False,False,True,False,False,True
4909_01,0.7468354430379747,0.03210721016263,0.004662395599235233,0.0,4.4626918957515175e-05,0.0,Evane Franey,False,997,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6971_04,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,Asteron Distured,True,225,True,False,False,False,True,False,False,True,False,False,False,False,False,False
3962_01,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,Hughy Guerson,True,647,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2857_01,0.3670886075949367,0.04404271654917289,,0.0,0.001785076758300607,0.0,Hanry Larlowelley,False,545,False,False,True,False,False,False,False,False,False,False,True,False,False,True
4646_01,0.27848101265822783,0.009841557897675718,0.0005366786301277966,0.0,0.007898964655480185,0.013922844238180085,Pennie Mcgoway,True,873,False,False,True,False,False,False,False,False,False,False,True,False,False,True
5389_02,0.4050632911392405,0.1742863125567111,0.0,0.0042993359441512,0.0,0.0,Swink Prity,False,1106,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0781_01,0.26582278481012656,0.0009771759614713477,0.0011068996746385804,0.0,0.00013388075687254553,0.01935109600961339,Diandy Valexandez,False,118,False,False,True,False,False,False,False,False,False,False,False,True,False,True
8202_02,0.0,0.0,0.0,0.0,0.0,0.0,Brak Unkcatted,True,306,True,False,False,True,False,False,False,True,False,False,False,False,False,True
2277_01,0.24050632911392406,0.0018147553570182174,0.01049877570187502,0.020006810829218458,0.0,0.0,Diandy Wallerson,False,362,False,False,False,True,False,False,False,False,False,False,False,True,False,True
6552_01,0.25316455696202533,0.0,0.01891792171200483,0.0010641920653839604,0.007051053195287398,0.002569096258235611,Fayey Webstenson,False,1061,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0688_01,0.43037974683544306,0.1377120122844978,0.0,0.004129065213689767,0.0018297036772581222,0.00012431110926946505,Goos Erpie,False,48,False,True,False,True,False,False,False,False,False,True,False,False,False,True
5104_01,0.3924050632911392,0.0017449570740559783,0.023882199040686947,0.0,0.0007140307033202428,0.0,Keitha Waltonnedy,True,833,False,False,False,False,False,False,False,False,False,False,False,True,False,True
3749_01,0.569620253164557,0.0,0.0,0.0,0.0,0.0,Enibik Fordulgaug,True,119,True,False,False,False,True,False,True,False,False,False,False,False,False,False
8741_01,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,Neutrak Alaring,True,91,True,False,False,True,True,False,False,False,False,False,False,False,False,False
5424_02,0.810126582278481,0.03273539470929015,0.0234796900680911,8.513536523071684e-05,4.4626918957515175e-05,0.0,Docks Dal,False,342,False,False,False,True,False,False,False,False,False,True,False,False,False,False
8020_01,0.27848101265822783,0.046625253018775736,0.0026498507362559954,0.0,0.0,4.1437036423155016e-05,Ianya Callowery,False,1661,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0628_01,0.5569620253164557,0.00718922314511063,0.0,0.0007662182870764515,0.053418421992145665,4.1437036423155016e-05,Joela Gainebergan,True,133,False,False,False,True,False,False,False,False,False,False,True,False,False,False
6592_01,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,Ranutz Meate,True,1262,False,True,False,True,True,False,False,False,False,False,True,False,False,True
1507_01,0.5443037974683544,0.0,0.0,0.051804869742891196,8.925383791503035e-05,0.0,,True,289,False,False,False,True,False,False,False,False,False,False,True,False,False,True
5044_01,0.2911392405063291,0.0,0.012779659879918156,0.006044610931380895,0.0,0.01081506650644346,Sanya Palmes,False,826,False,False,False,True,False,False,False,False,False,False,False,True,False,True
3515_01,0.46835443037974683,0.0,0.0,0.0,0.0,0.0,Repart Purte,False,725,False,True,False,True,True,False,False,False,False,False,True,False,False,False
3948_01,0.22784810126582278,0.022684441962727717,0.0,0.020304784607525966,0.002231345947875759,0.00020718518211577507,Erick Castron,False,814,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1526_01,0.2911392405063291,0.0002791931318489565,,8.513536523071684e-05,0.011335237415208855,0.021588695976463762,Karia Sotond,False,300,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5065_01,0.3670886075949367,0.0,,0.0,0.0,0.0,Asellan Crueld,True,326,True,False,False,False,True,False,False,False,False,True,False,False,False,True
3015_01,0.4430379746835443,0.0,0.048233991882735715,0.0,0.004998214923241699,0.003066340695313471,Dord Pottley,True,199,False,False,False,True,False,False,False,False,False,True,False,False,False,True
7022_01,0.4430379746835443,0.0,0.1862274846543454,0.0002554060956921505,0.0003570153516601214,0.009364770231633034,Wimps Bleling,True,215,True,False,False,True,False,False,False,False,True,False,False,False,False,True
5837_01,0.7848101265822784,0.05311649333426398,0.0005031362157448093,0.0,0.0,,Eleaha Maynardner,False,1114,False,False,False,True,False,False,False,False,False,False,True,False,False,True
4699_01,0.7594936708860759,0.0,0.0,0.0,0.0,,Tammyl Roses,False,955,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7627_01,0.7974683544303798,0.0,0.16891959883272398,0.00017027073046143367,0.023161370938950376,0.0,Beide Reeddommy,True,92,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0220_06,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,Weney Wilsoney,False,37,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2272_02,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,Mela Quinnerettt,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1763_01,0.5189873417721519,0.0,0.1086774226008788,0.0,0.0026329882184933954,0.0,Diskeon Stering,True,133,True,False,False,True,False,False,False,False,False,True,False,False,False,True
6995_01,0.3037974683544304,0.0,0.0019454600342132626,0.0263068278562915,0.0,0.0016989184933493557,Stany Hamberterry,False,1334,False,False,False,False,False,False,False,False,False,False,True,False,False,True
9069_01,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,Azhat Brakeng,True,297,True,False,False,True,True,False,True,False,False,False,False,False,False,False
4130_01,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,Forms Merte,True,,False,True,False,True,True,False,False,False,False,False,False,False,False,False
4055_01,0.26582278481012656,0.00020939484888671738,0.0011404420890215677,0.02554060956921505,0.0,0.0003314962913852401,Milda Mirandry,False,836,False,False,False,True,False,False,False,False,False,False,True,False,False,False
5133_08,0.4430379746835443,0.0,0.0038909200684265253,0.002170951813383279,0.0,0.029047362532631665,Lawren Josey,False,1046,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3123_01,0.21518987341772153,0.0,0.0,0.0,0.0,0.0,Derina Prinson,True,511,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0771_01,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,Troyra Steeletters,False,112,False,False,False,True,True,False,False,False,False,False,False,True,False,False
3540_01,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,Leonyl Buchansen,True,579,False,False,True,False,True,False,False,False,False,False,False,True,False,False
8371_01,0.6582278481012658,0.0,0.0,0.02715818150859867,0.005132095680114245,0.0,Everly Lewinez,True,1605,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2817_01,0.31645569620253167,0.016542193062050674,0.0,0.03873659117997616,0.0,0.0004972444370778602,Sealfs Sutty,False,584,False,False,False,True,False,False,False,False,False,False,True,False,False,False
8671_01,0.3670886075949367,6.979828296223913e-05,0.025626404588602287,4.256768261535842e-05,0.011826133523741521,0.06377159905523556,Avijava Ticagent,True,90,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9112_01,0.35443037974683544,,0.0,0.0,0.0,0.0,Wealke Brin,False,290,False,True,False,True,False,False,False,False,True,False,False,False,False,False
6724_01,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,Jihoton Haftent,True,213,True,False,False,False,True,False,False,True,False,False,False,False,False,False
4726_04,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,Hekabih Praugnox,True,187,True,False,False,True,True,False,False,True,False,False,False,False,False,True
4656_01,0.2911392405063291,0.0,0.037735216180860696,0.0,,0.04114697716819293,Alvira Miranciash,False,875,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2404_03,0.45569620253164556,0.057792978292734,0.1862610270687284,0.005533798739996595,0.0020974651910032134,0.04852276965151452,Girtan Oilpuring,True,86,True,False,False,False,False,False,False,True,False,False,False,False,False,True
5162_01,0.20253164556962025,0.0,0.0,0.0,0.0,0.0,Hoce Barne,True,988,False,True,False,False,True,False,False,False,False,False,True,False,False,True
7462_01,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,Hilia Mckinn,True,1206,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0823_01,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,Chadie Carrishley,True,123,False,False,False,False,True,False,False,False,False,False,False,True,False,True
4076_01,0.2911392405063291,0.11279402526697843,0.0,4.256768261535842e-05,0.0,8.287407284631003e-05,Lonnez Guezaley,False,250,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4197_02,0.34177215189873417,0.0,0.029081273270049977,0.0,0.005712245626561942,0.01504164422160527,Stald Cooks,True,786,False,False,False,True,False,False,False,False,False,False,True,False,False,True
6293_01,0.3037974683544304,0.0,0.035185992687753666,4.256768261535842e-05,0.0,0.0,Thel Sweekstarks,False,1301,False,False,False,True,False,False,False,False,False,False,True,False,False,False
5249_01,0.31645569620253167,0.06435401689118447,0.0,4.256768261535842e-05,0.004061049625133881,0.0,Colal Fonie,False,327,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0922_02,0.3924050632911392,0.0,0.03672894374937108,0.0,0.007541949303820065,0.05080180665478805,Achyon Obedaming,False,35,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2892_04,0.3670886075949367,0.0,0.04397410525609633,0.0,0.0,0.0,Kendre Coolerson,False,598,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1633_01,0.05063291139240506,0.0,0.0,0.0,0.0,,Ferry Thony,True,261,False,False,False,True,True,False,False,False,False,False,False,True,False,False
3095_01,0.8987341772151899,0.06449361345710895,0.04306846006775568,0.0004256768261535842,0.0004016422706176366,0.0,Aarjel Rhuba,False,585,False,True,True,False,False,False,False,False,False,False,True,False,False,True
7026_01,0.46835443037974683,0.0,0.05628417133465267,0.0,0.0016065690824705464,0.1296150499316289,Alpha Amonsmane,False,86,True,False,False,False,False,False,False,False,False,False,False,False,False,True
6910_01,0.620253164556962,0.01207510295246737,0.0,0.0007662182870764515,0.025883612995358803,4.1437036423155016e-05,Carry Johnsondez,False,1124,False,False,False,True,False,False,False,False,False,False,False,True,False,True
4939_01,0.24050632911392406,0.0,0.06966759467346459,0.0,0.0,0.0,Lonnis Bryangton,True,1007,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4005_03,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,Cliney Castannison,False,657,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2840_01,0.5569620253164557,0.046904446150624696,0.0,0.0,0.0,0.0008287407284631003,Jacky Hortis,False,540,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3735_01,0.5443037974683544,0.00013959656592447826,0.1290041257169691,0.0,0.00013388075687254553,0.014337214602411635,Zedarga Reeddommy,True,119,True,False,False,True,False,False,False,False,True,False,False,False,False,True
8853_01,0.3037974683544304,0.050673553430585605,0.11699594136785965,0.008513536523071684,0.000758657622277758,0.01139518501636763,Kimena Ellahan,False,1433,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2303_01,0.6582278481012658,0.09611223563900329,0.0,0.0013621658436914694,0.0009817922170653338,0.0,Beal Chort,True,468,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2534_02,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,Mahamak Sorbitter,True,75,True,False,False,False,True,False,True,False,False,False,False,False,False,False
5427_02,0.22784810126582278,0.2413624624834229,0.0,0.009194619444917418,0.0,0.0,Panbug Blane,False,1118,False,True,False,True,False,False,False,False,False,False,True,False,False,False
2645_01,0.6962025316455696,0.0,0.02733706772213464,0.06632044951472842,0.00013388075687254553,0.05527700658848879,Alrais Fordulgaug,True,95,True,False,False,True,False,False,False,True,False,False,False,False,False,True
4466_01,0.3924050632911392,0.0,0.0825478817965317,0.0,0.002275972866833274,0.08871669498197489,Ainkard Crakete,False,40,True,False,False,False,False,True,False,False,False,False,False,False,False,False
8407_01,0.43037974683544306,0.0030711244503385214,0.0432697145540536,0.002170951813383279,0.0,0.00037293332780839516,Amandy Hessey,False,1613,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2429_01,0.21518987341772153,0.007817407691770781,0.001878375205447288,0.014132470628298994,0.0,0.02511084407243194,Idace Vinozarks,False,497,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0740_02,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,Zaurah Sageng,True,24,True,False,False,False,True,False,False,True,False,False,False,False,False,False
4373_01,0.45569620253164556,0.05130173797724576,0.0,8.513536523071684e-05,0.0,0.0,Russey Mejiarkerox,False,822,False,False,True,False,False,False,False,False,False,False,True,False,False,True
3112_01,0.18987341772151897,0.0,0.0,0.0,0.0,0.0,Billey Romason,False,488,False,False,True,False,True,False,False,False,False,False,False,True,False,True
6128_02,0.20253164556962025,0.0004885879807356738,0.0,0.013238549293376468,0.0,0.028301495877014877,Belly Serry,False,1270,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3499_04,0.0,0.0,0.0,0.0,0.0,0.0,Allene Mccarveymon,False,574,False,False,False,True,False,False,False,False,False,False,False,True,False,False
8844_01,0.24050632911392406,0.0,0.0,0.030521028435211987,4.4626918957515175e-05,0.0,Jacky Wynneyerson,True,579,False,False,False,False,False,False,False,False,False,True,False,False,False,True
7897_01,0.5443037974683544,0.0,0.0,0.0,0.0,0.0,Altares Ancontaked,True,295,True,False,False,False,True,False,False,True,False,False,False,False,False,True
4253_01,0.37974683544303794,0.03406156208557269,0.0,0.010301379192916738,0.0,0.0032735258774292462,Ivanne Gallandez,False,696,False,False,False,True,False,False,False,False,False,False,False,True,False,False
8066_01,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,Cinch Min,True,1544,False,True,False,True,True,False,False,False,False,False,True,False,False,True
2173_01,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,Vina Landolphrey,True,352,False,False,True,False,True,False,False,False,False,False,False,True,False,False
4176_06,0.16455696202531644,0.0,0.0,0.0,0.0,0.0,Wafros Fla,True,859,False,True,False,True,True,False,False,False,False,False,True,False,False,False
7950_01,0.6962025316455696,0.0,0.0543387113004394,0.006768261535841988,,0.0,Idace Ingston,False,1287,False,False,False,True,False,False,False,False,False,False,False,True,False,False
8753_03,0.2911392405063291,0.0,0.0,0.00038310914353822576,0.003079257408068547,0.04794265114159035,Min Sellentry,False,1805,False,False,False,True,False,False,False,False,False,False,True,False,False,False
8130_03,0.0,0.0,0.0,0.0,0.0,0.0,Ferry Mcbriddley,False,1308,False,False,False,True,True,False,False,False,False,False,False,True,False,True
6215_02,0.46835443037974683,0.0,0.0030188172944688556,0.0,0.14646554801856482,0.0004558074006547052,Suhelik Sterly,False,239,True,False,False,False,False,False,True,False,False,False,False,False,False,True
4359_03,0.6835443037974683,0.0,0.06144970314963271,0.0,0.0,0.07326068039613806,Meisa Sebleve,False,137,True,False,False,False,False,False,False,True,False,False,False,False,False,False
6032_01,0.18987341772151897,0.0,0.0,0.0,0.0,0.0,Kendy Haynardy,True,982,False,False,False,True,True,False,False,False,False,False,False,True,False,True
3804_01,0.22784810126582278,0.0,0.0005702210445107838,0.0,0.0,0.03248663655575353,Vivia Harry,False,783,False,False,False,True,False,False,False,False,False,False,True,False,False,False
8669_02,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,Craine Cartiz,False,1397,False,False,False,True,False,False,False,False,False,False,False,True,False,True
5367_03,0.5822784810126582,0.0,0.2757521886425385,0.0,0.045073188147090326,0.006629925827704802,Anyonon Fruidy,True,209,True,False,False,False,False,False,False,True,False,False,False,False,False,True
